Organisation,Department,Laboratory,Organisation Type,EURAXESS offer ID,Posting date,Title,Duration,Status,Number of positions available,Research Field,Type of Contract,Reference Number,EU Research Framework Programme
European Society of Endocrinology,,,Other,474801,19/12/2019,Scientific Programmes Manager,2 weeks 6 days,Expired,1,"Biological sciences, Medical sciences",Permanent,,Not funded by an EU programme
European Theology Forum,,,Higher Education Institute,466814,26/11/2019,EU Country Representatives for the European Theology Forum,2 months 5 days,Expired,21,Religious sciences,Not Applicable,ETF-TIA-CM1,Not funded by an EU programme
EV Biotech B.V.,,,Higher Education Institute,480630,14/01/2020,Scientist in Molecular Dynamics of Proteins,6 months 2 weeks,Expired,1,"Biological sciences › Biological engineering, Computer science › Modelling tools",Temporary,Call identifier INNOSUP-02-2019,H2020 / SME Innovation Associate
Exergy Ltd.,Human Resources,,"Small Medium Enterprise, Start-up",452291,7/10/2019,BIM Specialist,1 month 1 day,Expired,1,"Architecture, Engineering › Civil engineering, Other",Temporary,,Not funded by an EU programme
Exergy Ltd.,Human Resources,,"Small Medium Enterprise, Start-up",452287,7/10/2019,Project Manager (Green Buildings and Cities),2 weeks 4 days,Expired,2,"Engineering › Civil engineering, Environmental science › Other",Temporary,,Not funded by an EU programme
Extreme Citizen Science group UCL,Geography,ExCiteS,Higher Education Institute,292642,28/03/2018,Research Associate / Project Coordinator,1 week 1 day,Expired,1,Other,Permanent,,H2020 / Marie Skłodowska-Curie Actions
Extreme Citizen Science group UCL,Geography,ExCiteS,Higher Education Institute,280959,15/02/2018,Fully funded PhD - mobile applications HCI,4 weeks 2 hours,Expired,1,Computer science › Digital systems,Permanent,,H2020 / ERC
Extreme Citizen Science group UCL,Geography,ExCiteS,Higher Education Institute,256803,3/11/2017,Developer at the Extreme Citizen Science Group,2 weeks 5 days,Expired,1,Computer science › Programming,Permanent,EXCTES-dev2,H2020
Extreme Citizen Science group UCL,Geography,ExCiteS,Higher Education Institute,249512,2/10/2017,PhD studentship in extreme citizen science - development of data collection tools with non-literate participants,1 month 4 weeks,Expired,1,"Anthropology, Computer science, Geography",Other,ECSAnVis,H2020 / ERC
Faculty of Criminal Justice and Security University of Maribor,,,Higher Education Institute,291619,23/03/2018,Researcher,3 weeks 1 day,Expired,1,"Criminology › Other, Juridical sciences › Criminal law, Political sciences › Other",Temporary,787054,H2020
Falmouth University,Academy for Innovation & Research,,Higher Education Institute,364409,17/12/2018,Professor of Digital Games Technology (ERA Chair),2 weeks 5 days,Expired,1,"Arts, Computer science, Other, Technology",Permanent,FAL0822,FP7
Fera Science Limited,,,Large Company,338485,12/9/2018,2 x Early Stage Researcher (ESR) positions Topic: Natural Toxins and Drinking Water Quality – From Source to Tap,1 month 1 week,Expired,2,Environmental science › Water science,Temporary,NaToxAq,H2020 / Marie Skłodowska-Curie Actions
Fluidic Analytics,,,"Small Medium Enterprise, Start-up",377538,6/2/2019,Microfluidic Scientist (Zurich area),2 years 2 weeks,Closed,3,Biological sciences › Other,To be defined,,H2020
Fluidic Analytics,,,"Small Medium Enterprise, Start-up",302893,2/5/2018,Senior Product Development Engineer (Zurich),1 month 4 weeks,Expired,2,Engineering › Mechanical engineering,Permanent,,H2020
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,400204,16/04/2019,PhD position in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),2 months 3 days,Expired,1,"Computer science, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,291084,21/03/2018,12 PhD positions in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),1 month 4 weeks,Expired,1,"Computer science, Engineering, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
Friedrich-Alexander-University Erlangen-Nuremberg,Mathematics,"Economics, Discrete Optimization, and Mathematics",Higher Education Institute,291084,21/03/2018,12 PhD positions in the MINOA Innovative Training Network (Marie Skłodowska-Curie MSCA-ITN Project 764759),1 month 4 weeks,Expired,1,"Computer science, Engineering, Mathematics › Applied mathematics",Temporary,,H2020 / Marie Skłodowska-Curie Actions
